Rank,URL,Name,Industry,IncorporationYear,RevenueRsCrore,RevenueChange,NetOperatingIncomeRsCrore,NetOperatingIncomeChange,ProfitRsCrore,ProfitChange,AssetsRsCrore,AssetsChange,NetWorthRsCrore,NetWorthChange,EquityDividendRsCrore,EquityDividendChange,EmployeeCostRsCrore,EmployeeCostChange
255,https://www.fortuneindia.com/fortune-500/company/sadbhav-engineering?year=2017,Sadbhav Engineering,engineering & construction,1988,4654.19,11.49,4570.01,12.4,54.03,0,12965.95,10.06,1660.9,7.62,0,0,170.6,13.62
256,https://www.fortuneindia.com/fortune-500/company/kansai-nerolac-paints?year=2017,Kansai Nerolac Paints,fmcg,1920,4601.22,2.51,4468.95,7.84,508.84,43.52,2865.51,11.68,2814.5,12.15,164.37,0,202.57,16.91
257,https://www.fortuneindia.com/fortune-500/company/supreme-industries?year=2017,Supreme Industries,plastic products,1942,4592.65,13.44,4462.26,13.06,430.4,45.81,1988.84,14.28,1695.72,28.88,38.11,0,187.25,7.25
258,https://www.fortuneindia.com/fortune-500/company/oracle-financial-services-software?year=2017,Oracle Financial Services Software,infotech,1989,4582.63,5.54,4426.53,7.15,1185.39,13.01,3396.01,29.4,2675.92,27.19,2292.44,0,2070.27,6.19
259,https://www.fortuneindia.com/fortune-500/company/security-intelligence-services-india?year=2017,Security & Intelligence Services India,security services,1985,4580.98,18.93,4567.09,19.05,91.28,20.53,1396.65,44.71,543.09,20.86,0,0,3788.67,21.33
260,https://www.fortuneindia.com/fortune-500/company/thermax?year=2017,Thermax,capital goods,1980,4576.64,13.29,4483.08,12.86,223.01,20.99,2768.94,2.12,2537.62,5.03,0,0,687.52,3.82
261,https://www.fortuneindia.com/fortune-500/company/apl-apollo-tubes?year=2017,APL Apollo Tubes,iron & steel,1986,4536.48,6.87,4545,7.87,145.89,45.08,1324.73,8.21,720.3,26.91,0,0,72.06,14.62
262,https://www.fortuneindia.com/fortune-500/company/birla-corporation?year=2017,Birla Corporation,cement,1919,4479.78,28.81,4347.67,33.03,219.46,30.85,8025.74,74.36,3304.99,12.98,0,0,306.29,25.55
263,https://www.fortuneindia.com/fortune-500/company/rbl-bank?year=2017,RBL Bank,banking,1943,4468.62,38.14,3713.16,35.3,446.81,52.77,46904.19,23.84,4335.37,45.08,0,0,446.14,20.6
264,https://www.fortuneindia.com/fortune-500/company/blue-star?year=2017,Blue Star,consumer durables,1949,4439.25,12.8,4387.73,15.53,123.05,17.44,994.13,1.65,757.13,20.1,0,0,339.03,18.75
265,https://www.fortuneindia.com/fortune-500/company/bandhan-bank?year=2017,Bandhan Bank,banking,2014,4320.12,149.54,3908.71,147.17,1111.95,303.98,28704.06,55.37,4446.45,33.35,0,0,545.57,67.83
266,https://www.fortuneindia.com/fortune-500/company/ge-td-india?year=2017,GE T&D India,capital goods,1957,4318.58,18.42,4052.13,22.67,86.66,0,1661.82,8.09,1032.79,12.35,0,0,403.32,10.37
267,https://www.fortuneindia.com/fortune-500/company/bajaj-electricals?year=2017,Bajaj Electricals,consumer durables,1938,4306.92,7.73,4261.71,7.16,102.17,5.22,1575.77,10.28,863.11,14.52,0,0,314.39,15.63
268,https://www.fortuneindia.com/fortune-500/company/tube-investments-of-india?year=2017,Tube Investments of India,diversified,1949,4247.57,0,4108.57,0,158.95,0,1918.81,0,1142.01,0,0,0,398.63,0
269,https://www.fortuneindia.com/fortune-500/company/glaxosmithkline-consumer-healthcare?year=2017,GlaxoSmithkline Consumer Healthcare,fmcg,1958,4238,4.04,3986.46,3.62,656.68,4.45,3367.43,10.43,3122.67,11.58,0,0,458.03,9.3
270,https://www.fortuneindia.com/fortune-500/company/escorts?year=2017,Escorts,auto,1944,4237.85,20.52,4145.33,20.79,131.27,85.91,1938.95,2.4,1620.93,10.53,0,0,462.25,11.93
271,https://www.fortuneindia.com/fortune-500/company/future-lifestyle-fashions?year=2017,Future Lifestyle Fashions,retail trade,2012,4226.14,16.33,4105.69,17.83,45,52.7,2688.49,5.13,1922.28,18.42,0,0,205.08,8.76
272,https://www.fortuneindia.com/fortune-500/company/jvl-agro-industries?year=2017,JVL Agro Industries,food & agri products,1989,4221.21,9.49,4235.37,6.76,32.4,33.85,1031.1,19.83,613.26,5.8,0,0,12.45,3.84
273,https://www.fortuneindia.com/fortune-500/company/biocon?year=2017,Biocon,drugs & pharmaceuticals,1978,4213,12.13,3891.1,16.24,612.1,11.21,7910.2,9.9,4836.8,19.93,0,0,747,22.44
274,https://www.fortuneindia.com/fortune-500/company/religare-enterprises?year=2017,Religare Enterprises,non-banking financial services,1984,4207.77,26.11,3708.7,24.23,174.27,0,18959.25,25.62,2726.88,28.95,0,0,644.99,30.91
275,https://www.fortuneindia.com/fortune-500/company/bombay-rayon-fashions?year=2017,Bombay Rayon Fashions,textiles & garments,1992,4195.9,8.16,3894.86,7.48,162.28,0,8311.05,8.82,2717.11,33.97,0,0,273.71,1.82
276,https://www.fortuneindia.com/fortune-500/company/divis-laboratories?year=2017,Divis Laboratories,drugs & pharmaceuticals,1990,4180.05,8.62,4064.34,7.63,1060.42,5.81,5408.43,24.41,5357.39,24.78,0,0,468.74,29.78
277,https://www.fortuneindia.com/fortune-500/company/indian-hotels-co?year=2017,Indian Hotels Co,hospitality,1902,4162.55,2.4,4010.26,0.32,63.2,0,7070.88,14.3,2517.69,2.42,0,0,1364.65,4.12
278,https://www.fortuneindia.com/fortune-500/company/wockhardt?year=2017,Wockhardt,drugs & pharmaceuticals,1999,4154.73,9.36,4014.61,9.85,195.72,0,7960.22,13.92,3336.71,11.61,0,0,966.51,1.66
279,https://www.fortuneindia.com/fortune-500/company/hatsun-agro-product?year=2017,Hatsun Agro Product,fmcg,1986,4153.64,18.97,4199.66,21.92,133.97,121.44,1268.15,40.5,347.11,50.49,15.22,0,126.86,15.09
280,https://www.fortuneindia.com/fortune-500/company/isgec-heavy-engineering?year=2017,ISGEC Heavy Engineering,capital goods,1901,4109.24,12.02,3916.79,13.15,242.09,31.04,1894.56,5.96,1253.64,21.85,13.28,0,327.25,7.94
281,https://www.fortuneindia.com/fortune-500/company/deepak-fertilisers-petrochemicals?year=2017,Deepak Fertilisers & Petrochemicals,"fert, agro chem",1979,4046.99,11.17,4150.12,3.69,175.31,50.78,3597.37,1.58,1700.34,11.3,0,0,210.17,14.84
282,https://www.fortuneindia.com/fortune-500/company/colgate-palmolive-india?year=2017,Colgate-Palmolive (India),fmcg,1937,4016.05,2.66,3981.82,2.94,577.43,0.64,1300.63,23.8,1273.8,23.55,271.99,0,288.5,9.95
283,https://www.fortuneindia.com/fortune-500/company/crompton-greaves-consumer-electrical?year=2017,Crompton Greaves Consumer Electrical,consumer durables,2015,4014.55,116.63,3975.9,119.46,290.69,176.35,1206.71,35.93,539.16,135.73,0,0,225.18,124.08
284,https://www.fortuneindia.com/fortune-500/company/kesoram-industries?year=2017,Kesoram Industries,diversified,1919,4011.95,18.11,3915.63,4.5,230.26,0,3667.72,35.27,181.08,54.21,0,0,389.85,33.25
285,https://www.fortuneindia.com/fortune-500/company/the-ramco-cements?year=2017,The Ramco Cements,cement,1957,3991.62,9.44,3967.33,10.76,662.74,21.55,5249.71,0.65,3795.46,21.14,0,0,278.52,7.37
286,https://www.fortuneindia.com/fortune-500/company/balkrishna-industries?year=2017,Balkrishna Industries,tyres & tubes,1961,3986.09,17.58,3727.03,15.05,716.85,60.83,4961.41,5.69,3548.56,27.29,53.16,0,256.86,9.34
287,https://www.fortuneindia.com/fortune-500/company/usha-martin?year=2017,Usha Martin,iron & steel,1986,3974.5,0.77,3881.94,5.6,358.91,0,5458.38,8.53,944.92,30.18,0,0,373.97,0.18
288,https://www.fortuneindia.com/fortune-500/company/vakrangee?year=2017,Vakrangee,infotech,1990,3967.44,23.91,3948.95,23.76,522.95,32.48,2207.83,19.77,2060.5,35.46,0,0,42.34,66.96
289,https://www.fortuneindia.com/fortune-500/company/binani-industries?year=2017,Binani Industries,diversified,1962,3958.25,3.57,3877.65,4.13,460.92,0,5139.34,10.15,0,0,0,0,532.74,3.94
290,https://www.fortuneindia.com/fortune-500/company/aegis-logistics?year=2017,Aegis Logistics,transport logistics,1956,3949.2,78.38,3932.81,77.7,120.26,6.11,942.33,24.98,602.15,19.36,23.38,0,46.19,1.43
291,https://www.fortuneindia.com/fortune-500/company/indraprastha-gas?year=2017,Indraprastha Gas,oil & gas,1998,3923.49,4.25,3814.78,3.5,606.34,32.42,3032.03,17.3,2926.56,18.12,49,0,91.71,17.04
292,https://www.fortuneindia.com/fortune-500/company/varun-beverages?year=2017,Varun Beverages,food & agri products,1995,3918.38,12.9,3852.01,13.49,151.26,33.81,3926.47,14.4,1893.86,744.42,0,0,426.36,31.69
293,https://www.fortuneindia.com/fortune-500/company/balrampur-chini-mills?year=2017,Balrampur Chini Mills,sugar,1975,3906,32.88,3460.14,25.52,592.99,491.81,3352.17,15.08,1560.6,26.97,85.75,0,180.99,16.73
294,https://www.fortuneindia.com/fortune-500/company/india-infrastructure-finance-company?year=2017,India Infrastructure Finance Company,non-banking financial services,2006,3902.64,16.24,3750.95,10.92,67.91,85.5,42156.78,0.28,7423.95,2.19,0,0,25.96,21.76
295,https://www.fortuneindia.com/fortune-500/company/dilip-buildcon?year=2017,Dilip Buildcon,engineering & construction,2006,3877.36,16.34,5319.16,23.69,357.68,55.67,6178.48,28.73,1718.98,84.42,0,0,82.18,16.3
296,https://www.fortuneindia.com/fortune-500/company/national-steel-agro-industries?year=2017,National Steel & Agro Industries,iron & steel,1985,3859.34,1.89,3980.38,6.13,20.62,26.72,604.4,2.9,347.98,5.45,0,0,50.72,5.91
297,https://www.fortuneindia.com/fortune-500/company/strides-shasun?year=2017,Strides Shasun,drugs & pharmaceuticals,1990,3819.7,24.54,3483.42,21.7,399.75,268.37,7059.61,9.74,2710.44,1.98,0,0,588.12,64.42
298,https://www.fortuneindia.com/fortune-500/company/tamilnad-mercantile-bank?year=2017,Tamilnad Mercantile Bank,banking,1921,3811.47,6.74,3380.96,3.96,316.66,21.26,35414.2,5.26,3224.04,9.6,34.3,0,377.84,7.97
299,https://www.fortuneindia.com/fortune-500/company/philips-india?year=2017,Philips India,consumer durables,1930,3734,2.09,3690.3,4.2,206.4,10.43,2211.3,12.15,2,10.14,17.3,0,998.9,9.16
300,https://www.fortuneindia.com/fortune-500/company/hinduja-global-solutions?year=2017,Hinduja Global Solutions,infotech,1995,3733.76,11.54,3710.99,11.74,179.55,77.98,2031.11,1.26,990.69,15.92,0,0,2456.8,9.92
301,https://www.fortuneindia.com/fortune-500/company/cyient?year=2017,Cyient,infotech,1991,3702.3,15.17,3585.8,15.89,343.8,5.62,2439.3,11.27,2117.3,15.67,61.9,0,2050.9,13.02
302,https://www.fortuneindia.com/fortune-500/company/ifci?year=2017,IFCI,non-banking financial services,1993,3681.29,20.55,3582.44,19.77,377.53,0,32228.19,13.53,6086.74,6.22,0.26,0,252.46,8.83
303,https://www.fortuneindia.com/fortune-500/company/city-union-bank?year=2017,City Union Bank,banking,1904,3657.74,9.05,3173.79,7.8,502.77,13.06,34216.93,10.83,3570.2,16.98,0,0,298.14,39.86
304,https://www.fortuneindia.com/fortune-500/company/mahanagar-telephone-nigam?year=2017,Mahanagar Telephone Nigam,telecommunication,1986,3655.38,3.59,2969.37,7.87,2936.05,0,15265.17,7.62,3373.85,0,0,0,2813.95,0.86
305,https://www.fortuneindia.com/fortune-500/company/compuage-infocom?year=2017,Compuage Infocom,infotech,1999,3651.06,15.44,3551.33,14.29,17.63,18.24,445.43,12.83,115.64,14.65,2.35,0,32.85,26.64
306,https://www.fortuneindia.com/fortune-500/company/housing-urban-development-corporation?year=2017,Housing & Urban Development Corporation,non-banking financial services,1970,3634.37,9.89,3536.04,8.14,842.24,7.59,37710.94,10.21,9167.25,8.66,100.01,0,124.47,11.38
307,https://www.fortuneindia.com/fortune-500/company/gvk-power-infrastructure?year=2017,GVK Power & Infrastructure,infrastructure development,1994,3632.83,0.13,3516.47,9.65,1343.63,0,18816.41,8.91,296.84,0,0,0,201.19,22.39
308,https://www.fortuneindia.com/fortune-500/company/shipping-corporation-of-india?year=2017,Shipping Corporation of India,shipping,1950,3632.28,14.39,3446.87,14.89,175.62,77.53,12507.14,1.74,6928.73,2.84,0,0,455.07,6.17
309,https://www.fortuneindia.com/fortune-500/company/coffee-day-enterprises?year=2017,Coffee Day Enterprises,fmcg,2008,3630.95,12.34,3499.96,14.23,46.2,0,7452.99,13.07,2227.66,2.86,0,0,391.14,13.9
310,https://www.fortuneindia.com/fortune-500/company/great-eastern-shipping-company?year=2017,Great Eastern Shipping Company,shipping,1948,3629.13,7.57,3116.86,18.14,754.96,31.18,14105.9,13.87,7223.33,10.05,0,0,596.77,0.74
311,https://www.fortuneindia.com/fortune-500/company/uttam-value-steels?year=2017,Uttam Value Steels,iron & steel,1970,3614.18,5.73,3511.63,6.18,510.82,0,2906.68,8.16,665.57,0,0,0,67.87,7.68
312,https://www.fortuneindia.com/fortune-500/company/firstsource-solutions?year=2017,Firstsource Solutions,infotech,2001,3558.81,10.29,3555.61,10.52,280,7.49,2980.39,10.54,2028.01,14.12,0,0,2383.44,9.7
313,https://www.fortuneindia.com/fortune-500/company/sanwaria-consumer?year=2017,Sanwaria Consumer,food & agri products,1991,3539.42,30.95,3512.44,30.32,43.97,180.42,1325.37,8.55,374.66,12.34,1.84,0,3.59,6.99
314,https://www.fortuneindia.com/fortune-500/company/hexaware-technologies?year=2017,Hexaware Technologies,infotech,1992,3538.74,12.97,3534.9,13.17,417.11,6.08,1758.55,19.75,1711.11,19.39,166.06,0,1995.19,12.52
315,https://www.fortuneindia.com/fortune-500/company/lt-foods?year=2017,LT Foods,food & agri products,1990,3533.73,19.74,3286.55,10.53,117.43,62.85,2315.64,6.72,656.23,22.26,0,0,112.15,29.85
316,https://www.fortuneindia.com/fortune-500/company/minda-industries?year=2017,Minda Industries,auto ancillaries,1992,3526.67,37.54,3505.03,38.68,168.08,51.23,1775.41,74.63,1027.35,119.42,9.52,0,462.02,41.58
317,https://www.fortuneindia.com/fortune-500/company/saraswat-co-operative-bank?year=2017,Saraswat Co-operative Bank,banking,1918,3498.61,7.42,3065.87,6.8,234.05,10.82,38283.16,7.39,3015.4,13.75,21.39,0,304.45,12.23
318,https://www.fortuneindia.com/fortune-500/company/bgr-energy-systems?year=2017,BGR Energy Systems,capital goods,1985,3491.72,8.12,3440.89,6.09,77.2,340.39,3539.02,17.62,1267.37,6.54,0,0,199.6,1.19
319,https://www.fortuneindia.com/fortune-500/company/castrol-india?year=2017,Castrol India,"lube oils, lubricants",1979,3472.58,2.77,3370.33,2.19,674.91,9.7,609.84,3.27,595.75,3.5,544.01,0,172.56,2.28
320,https://www.fortuneindia.com/fortune-500/company/gujarat-ambuja-exports?year=2017,Gujarat Ambuja Exports,food & agri products,1991,3442.56,25.36,3330.81,21.72,158.55,52.97,1501.47,20.19,853.1,6.91,0,0,73.59,7.9
321,https://www.fortuneindia.com/fortune-500/company/krbl?year=2017,KRBL,fmcg,1993,3418.69,3.16,3149.03,6.36,399.4,36.25,3003.14,12.46,1907.32,27.3,0,0,71.54,13.52
322,https://www.fortuneindia.com/fortune-500/company/manappuram-finance?year=2017,Manappuram Finance,non-banking financial services,1992,3408.91,43.76,3405.53,43.78,755.85,113.9,14496.52,15.56,3361.8,21.89,126.26,0,502.58,16.85
323,https://www.fortuneindia.com/fortune-500/company/nagarjuna-fertilizers-chemicals?year=2017,Nagarjuna Fertilizers & Chemicals,"fert, agro chem",2006,3398.47,16.33,3385.07,14.9,121.79,0,2914.99,4.81,1092.38,10.01,0,0,154.54,4.4
324,https://www.fortuneindia.com/fortune-500/company/leel-electricals?year=2017,LEEL Electricals,consumer durables,1987,3387.82,23.6,3321.73,22.34,69.99,66.88,2068.69,20.12,900.18,15.32,0,0,178.78,20.36
325,https://www.fortuneindia.com/fortune-500/company/kpit-technologies?year=2017,KPIT Technologies,infotech,1990,3377.19,3.71,3320.04,2.97,238.51,15.09,2041.47,20.49,1582.46,14.22,0,0,2090.53,8.12
326,https://www.fortuneindia.com/fortune-500/company/polyplex-corporation?year=2017,Polyplex Corporation,packaging,1984,3351.41,6.18,3207.67,0.18,221.44,662.53,4024.71,5.48,2379.89,2.53,9.6,0,293.44,0.58
327,https://www.fortuneindia.com/fortune-500/company/lakshmi-vilas-bank?year=2017,Lakshmi Vilas Bank,banking,1926,3349.43,16.59,2846.66,10.84,256.07,42.07,34462.83,23.44,1966.85,23.56,0,0,334.71,21.56
328,https://www.fortuneindia.com/fortune-500/company/tamil-nadu-newsprint-papers?year=2017,Tamil Nadu Newsprint & Papers,paper,1979,3349.05,24.87,3198.98,18.27,264.56,1.83,4633.31,7.83,1704.65,12.92,0,0,246.85,32.19
329,https://www.fortuneindia.com/fortune-500/company/gokul-agro-resources?year=2017,Gokul Agro Resources,food & agri products,2014,3334.08,23.67,3298.83,23.68,20.68,119.77,499.04,21.07,206.46,10.79,0,0,16.58,2.36
330,https://www.fortuneindia.com/fortune-500/company/sundram-fasteners?year=2017,Sundram Fasteners,auto ancillaries,1962,3321.79,3.63,3290,1.08,338.37,168.46,1957.57,24.47,1236.13,29.63,0,0,377,17.62
331,https://www.fortuneindia.com/fortune-500/company/patel-engineering?year=2017,Patel Engineering,engineering & construction,1949,3295.91,21.4,2925.55,26.69,41.83,0,7490.78,2.16,0,0,0,0,128.88,7.21
332,https://www.fortuneindia.com/fortune-500/company/forbes-company?year=2017,Forbes & Company,diversified,1919,3243.49,2.96,3023.46,6.42,85.01,0,1812.17,8.12,314.46,43.6,0,0,679.53,4.97
333,https://www.fortuneindia.com/fortune-500/company/ipca-laboratories?year=2017,Ipca Laboratories,drugs & pharmaceuticals,1949,3238.73,11.57,3210.64,10.46,194.54,108.87,3197.12,1.55,2455.26,8.68,0,0,695.98,11.25
334,https://www.fortuneindia.com/fortune-500/company/rolta-india?year=2017,Rolta India,infotech,1989,3223.56,16.01,3179.88,16.31,166.74,9.28,8866.96,6.24,2584.63,12.03,0,0,703.96,11.18
335,https://www.fortuneindia.com/fortune-500/company/dbs-bank?year=2017,DBS Bank,banking,1995,3200.6,34.94,2577.93,23.24,12.8,49.53,37388.98,5.06,4616.5,4.5,0,0,349.6,13.64
336,https://www.fortuneindia.com/fortune-500/company/aarti-industries?year=2017,Aarti Industries,basic materials,1984,3197.04,7.89,3161.73,5.16,315.78,22.93,2990.62,20.53,1361.94,19.81,1.81,0,152.28,26.16
337,https://www.fortuneindia.com/fortune-500/company/alembic-pharmaceuticals?year=2017,Alembic Pharmaceuticals,drugs & pharmaceuticals,2010,3181.15,2.69,3134.61,0.99,403.17,44.01,2051.24,17.06,1901.1,19.02,0,0,558.83,18.18
338,https://www.fortuneindia.com/fortune-500/company/surya-roshni?year=2017,Surya Roshni,diversified,1973,3146.22,6.08,3145.46,6.12,66.22,4.94,1967.37,3.12,0,0,1.5,0,199.64,7.53
339,https://www.fortuneindia.com/fortune-500/company/rane-holdings?year=2017,Rane Holdings,auto ancillaries,1936,3135.82,26.59,2970.93,23.42,136.82,108.76,1525.88,10.4,722,22.22,5,0,441.11,22.3
340,https://www.fortuneindia.com/fortune-500/company/sjvn?year=2017,SJVN,power,1988,3127,2.91,2471.1,1.01,1547.18,9.67,14778.54,0.83,11488.55,1.65,930.74,0,253.56,17.64
341,https://www.fortuneindia.com/fortune-500/company/minda-corporation?year=2017,Minda Corporation,auto ancillaries,1985,3115.22,25.04,2962.04,21.12,96.08,10.43,1346.56,12.36,630.97,15.23,4.19,0,497.11,19.36
342,https://www.fortuneindia.com/fortune-500/company/itd-cementation-india?year=2017,ITD Cementation India,engineering & construction,1978,3114.82,0.7,3089.6,0.61,48.11,0,1022.73,8.35,550.72,8.36,4.65,0,253.8,14.11
343,https://www.fortuneindia.com/fortune-500/company/triveni-engineering-and-industries?year=2017,Triveni Engineering and Industries,sugar,1932,3113.87,48.38,2824.55,47.5,252.96,0,2597.97,10.07,835.38,42.29,0,0,187.85,18.31
344,https://www.fortuneindia.com/fortune-500/company/va-tech-wabag?year=2017,Va Tech Wabag,capital goods,1995,3105.11,21.87,3207.91,27.89,102.4,15.41,1527.27,2.76,824.06,16.91,0,0,243.97,15.45
345,https://www.fortuneindia.com/fortune-500/company/ashoka-buildcon?year=2017,Ashoka Buildcon,engineering & construction,1993,3097.63,6.59,2975.26,5.32,9.96,0,9723.62,0.25,1671.65,2.5,14.97,0,118.2,23.27
346,https://www.fortuneindia.com/fortune-500/company/dhunseri-investments?year=2017,Dhunseri Investments,holding company,1997,3085.17,0,2507.88,0,362.59,0,2155.5,0,642.78,0,0,0,22.94,0
347,https://www.fortuneindia.com/fortune-500/company/force-motors?year=2017,Force Motors,auto,1958,3083.47,2.47,3069.37,1.47,180.09,0.67,1900.81,24.01,1667.58,11.95,0,0,350.08,15.04
348,https://www.fortuneindia.com/fortune-500/company/finolex-industries?year=2017,Finolex Industries,plastic products,1981,3079.05,6.78,2987.64,5.08,354.85,37.66,2481.8,32.97,2314.78,45.54,0,0,104.89,13.39
349,https://www.fortuneindia.com/fortune-500/company/rswm?year=2017,RSWM,textiles & garments,1960,3077.7,3.7,2986.63,1.82,104.1,7.23,2192.24,7.59,708.33,13.5,0,0,348.63,10.09
350,https://www.fortuneindia.com/fortune-500/company/zensar-technologies?year=2017,Zensar Technologies,infotech,1963,3066.47,1.91,3060.38,3.68,234.87,18.88,1683.33,14.75,1470.49,16.23,22.42,0,1580.07,8.42
351,https://www.fortuneindia.com/fortune-500/company/team-lease-services?year=2017,Team Lease Services,recruitment consulting,2000,3064.26,21.58,3041.87,21.44,66.34,167.5,424.65,16.61,381.13,22.32,0,0,2937.69,20.44
352,https://www.fortuneindia.com/fortune-500/company/dish-tv-india?year=2017,Dish TV India,media & entertainment,1988,3062.42,2.05,3014.39,1.49,109.28,84.22,1756.46,3.76,273.07,28.27,0,0,143.99,17.19
353,https://www.fortuneindia.com/fortune-500/company/abbott-india?year=2017,Abbott India,drugs & pharmaceuticals,1944,3061.64,15.52,2902.56,11.02,276.65,8.38,1434.17,16.2,1386.94,16,0,0,345.27,1.23
354,https://www.fortuneindia.com/fortune-500/company/glaxosmithkline-pharma?year=2017,Glaxosmithkline Pharma,drugs & pharmaceuticals,1924,3037.86,2.68,2999.99,5.71,336.81,10.46,2284.21,7.76,2006.85,8.08,423.52,0,483.01,8.94
355,https://www.fortuneindia.com/fortune-500/company/jk-lakshmi-cement?year=2017,JK Lakshmi Cement,cement,1938,3036.89,11.41,2921.56,10.86,85.76,6300,4228.92,14.11,1400.97,6.13,0,0,212.07,7.33
356,https://www.fortuneindia.com/fortune-500/company/sobha?year=2017,Sobha,real estate,1995,3024.62,15.82,2229.05,14.71,160.75,16.43,4882.72,2.36,2644.48,3.11,0,0,177.94,1
357,https://www.fortuneindia.com/fortune-500/company/supreme-petrochem?year=2017,Supreme Petrochem,basic materials,1989,3014.79,10.66,2918.62,5.85,179.41,135.85,587.41,40.32,582.1,40.36,11.62,0,35.31,0.89
358,https://www.fortuneindia.com/fortune-500/company/gokul-refoils-and-solvent?year=2017,Gokul Refoils and Solvent,food & agri products,1992,2984.77,0.38,2282.41,23.73,6.15,44.84,446.32,9.56,277.12,0.04,0,0,18.42,18.53
359,https://www.fortuneindia.com/fortune-500/company/mukand?year=2017,Mukand,iron & steel,1937,2981.48,2.01,2873.26,2.68,29.91,0,3339.79,31.38,173.64,15,0,0,173.36,0.26
360,https://www.fortuneindia.com/fortune-500/company/janalakshmi-financial-services?year=2017,Janalakshmi Financial Services,micro finance,2006,2978.44,66.9,2820.27,72.78,170.11,6.13,15052.82,31.8,2396.69,95.1,21.35,0,486.69,76.66
361,https://www.fortuneindia.com/fortune-500/company/bayer-cropscience?year=2017,Bayer CropScience,"fert, agro chem",1958,2977.4,3.3,2802.8,1.22,291,7.65,2140.3,11.8,2056.7,11.81,0,0,245.1,11.06
362,https://www.fortuneindia.com/fortune-500/company/persistent-systems?year=2017,Persistent Systems,infotech,1990,2974.29,24.47,2878.44,24.48,301.47,8.72,1918.57,14.64,1899.26,14.57,48,0,1800.82,28.01
363,https://www.fortuneindia.com/fortune-500/company/jk-paper?year=2017,JK Paper,paper,1960,2920.64,5.9,2881.15,4,171.82,207.21,3074.48,1.08,1321.52,48.99,0,0,218.15,20.78
364,https://www.fortuneindia.com/fortune-500/company/akzo-nobel-india?year=2017,Akzo Nobel India,fmcg,1954,2901.7,7.43,2824.9,7,247,15.31,1090.5,11.54,1008.4,13.2,0,0,262.5,11.23
365,https://www.fortuneindia.com/fortune-500/company/atul?year=2017,Atul,basic materials,1975,2880.11,8.51,2833.94,9.22,322.97,17.79,2202.75,10.92,1965.94,21.75,37.02,0,200.14,4.83
366,https://www.fortuneindia.com/fortune-500/company/kpr-mill?year=2017,KPR Mill,textiles & garments,2003,2866.51,8.66,2816.6,8.31,286.82,36.12,2145.06,5.08,1285.96,16.84,0,0,278.3,27.85
367,https://www.fortuneindia.com/fortune-500/company/ghcl?year=2017,GHCL,basic materials,1983,2846.72,10.68,2810.54,11.06,380.05,47.45,2815.94,17.02,1346.52,29.98,0,0,158.49,18.61
368,https://www.fortuneindia.com/fortune-500/company/niit-technologies?year=2017,NIIT Technologies,infotech,1992,2829.1,4.7,2802.1,4.25,250.1,7.37,1971.2,3.76,1686.5,7.24,0,0,1651.3,7.1
369,https://www.fortuneindia.com/fortune-500/company/sun-tv-network?year=2017,Sun TV Network,media & entertainment,1985,2828.27,1.83,2645.72,6.96,1030.26,11.76,4045.44,15.87,4028.46,15.96,394.07,0,116.48,9.07
370,https://www.fortuneindia.com/fortune-500/company/dhampur-sugar-mills?year=2017,Dhampur Sugar Mills,sugar,1933,2806.85,22.85,2583.67,15.7,236.7,814.61,2887,20.85,644.7,60.94,39.84,0,128.91,52.77
371,https://www.fortuneindia.com/fortune-500/company/capital-first?year=2017,Capital First,non-banking financial services,2005,2800.87,48.29,2800.29,48.27,238.92,43.76,16611.19,20.05,2303.84,35.24,0,0,239.39,35.39
372,https://www.fortuneindia.com/fortune-500/company/national-stock-exchange-of-india?year=2017,National Stock Exchange Of India,securities trading & broking,1992,2792.5,13.96,2663.29,14.41,1218.82,93.22,9218.68,7.49,7,4.98,686.25,0,240.18,10.18
373,https://www.fortuneindia.com/fortune-500/company/jp-morgan-chase-bank?year=2017,JP Morgan Chase Bank,banking,1945,2787.99,5.86,1794.86,2.82,952.29,35.44,26162.92,6.64,7444.43,5.87,0,0,170.26,12.23
374,https://www.fortuneindia.com/fortune-500/company/skf-india?year=2017,SKF India,auto ancillaries,1961,2786.05,10.91,2631.41,9.7,243.89,19.14,1874.56,6.69,1811.21,8.81,79.1,0,222.18,9.31
375,https://www.fortuneindia.com/fortune-500/company/avanti-feeds?year=2017,Avanti Feeds,food & agri products,1993,2783.91,35.55,2732.66,35.39,214.35,36.1,763.48,74.48,640.46,51.48,31.79,0,73.35,26.29
376,https://www.fortuneindia.com/fortune-500/company/ttml?year=2017,TTML,telecommunication,1995,2777.48,7.57,2702.91,9.06,2356.47,0,10314.89,29.72,5908.84,0,0,0,125.9,5
377,https://www.fortuneindia.com/fortune-500/company/kirloskar-oil-engines?year=2017,Kirloskar Oil Engines,capital goods,2009,2770.1,8.38,2673.61,8.53,173.89,5.12,1684.31,12.81,1617.17,12.01,0,0,202.34,3.21
378,https://www.fortuneindia.com/fortune-500/company/time-technoplast?year=2017,Time Technoplast,plastic products,1989,2767.21,14.41,2754.61,13.7,147.1,6.49,2087.03,4.85,1317.54,13.76,12.04,0,133.15,12.75
379,https://www.fortuneindia.com/fortune-500/company/kei-industries?year=2017,KEI Industries,basic materials,1968,2723.75,17.85,2670.59,13.59,98.3,57.15,1191.64,37.1,473.47,29.02,0,0,110.95,33.93
